"","X1h_m1_t","X1h_m1_u","X1h_m2_t","X1h_m2_u","X1h_m3_t","X1h_m3_u"
"ENSMUSG00000030463",0,1.19335769078239,0,0,0,0
"ENSMUSG00000092301",0,0,0,0,0,0
"ENSMUSG00000092416",35.6874354698533,47.7343076312955,32.1619323904704,46.770423029475,42.0339651908364,53.441793879573
"ENSMUSG00000092505",0,0,0,0,0,0
"ENSMUSG00000108491",0,0,0,0,0,0
"ENSMUSG00000108446",0,0,0,0,0,1.09064885468516
"ENSMUSG00000094462",0,0,0,0,0,0
"ENSMUSG00000092335",0,0,2.41214492928528,0.995115383605851,0.857836024302784,0
"ENSMUSG00000076180",0,0,0.804048309761759,0,0,0
"ENSMUSG00000074158",25.9544985235296,21.480438434083,34.5740773197557,20.8974230557229,20.5880645832668,26.1755725124439
"ENSMUSG00000069727",34.6059980313729,21.480438434083,35.3781256295174,30.8485768917814,31.739932899203,25.0849236577588
"ENSMUSG00000091594",0,0,0,0,0,0
"ENSMUSG00000092554",0,0,0,0,0,0
"ENSMUSG00000092238",0,0,0,0,0,0
"ENSMUSG00000091926",0,0,0,0,0,0
"ENSMUSG00000092225",0,0,0,0,0,0
"ENSMUSG00000092191",0,0,0,0,0,0
"ENSMUSG00000090751",0,0,0,0,0,0
"ENSMUSG00000080892",0,0,0,0,0,0
"ENSMUSG00000044609",6.48862463088241,2.38671538156477,8.04048309761759,2.98534615081755,7.72052421872505,6.54389312811098
"ENSMUSG00000076190",0,0,0,0,0,0
"ENSMUSG00000091528",0,0,0,0,0,0
"ENSMUSG00000108666",0,0,0,0,0,0
"ENSMUSG00000107181",0,0,0,0,0,0
"ENSMUSG00000108492",0,0,0,0,0,0
"ENSMUSG00000071952",0,0,0,0,0,0
"ENSMUSG00000064194",0,0,0,0,0,0
"ENSMUSG00000077022",0,0,0,0,0,0
"ENSMUSG00000074887",0,0,0,0,0,0
"ENSMUSG00000012640",203.310238434316,212.417668959265,201.816125750202,176.135422898236,196.444449565337,161.416030493404
"ENSMUSG00000108300",0,0,0,0,0,0
"ENSMUSG00000039013",0,2.38671538156477,4.0202415488088,2.98534615081755,1.71567204860557,4.36259541874066
"ENSMUSG00000070606",0,0,0,0,0,0
"ENSMUSG00000108775",0,0,0,0,0,0
"ENSMUSG00000030468",10.814374384804,10.7402192170415,18.4931111245205,11.9413846032702,11.1518683159362,18.5410305296478
"ENSMUSG00000093639",0,0,0,0,0,0
"ENSMUSG00000118553",0,0,0,0,0,0
"ENSMUSG00000118560",0,0,0,0,0,0
"ENSMUSG00000004612",0,0,4.0202415488088,1.9902307672117,0.857836024302784,0
"ENSMUSG00000038973",0,0,0,0,2.57350807290835,0
"ENSMUSG00000004610",27.03593596201,16.7070076709534,19.2971594342822,9.95115383605851,23.1615726561752,18.5410305296478
"ENSMUSG00000107482",0,0,0,0,0,0
"ENSMUSG00000108618",3.24431231544121,0,2.41214492928528,0,0,2.18129770937033
"ENSMUSG00000099210",0,1.19335769078239,0,0,0,0
"ENSMUSG00000070604",10.814374384804,7.16014614469432,5.62833816833232,0.995115383605851,6.00485217011949,5.45324427342582
"ENSMUSG00000013367",0,5.96678845391193,4.0202415488088,3.9804615344234,2.57350807290835,1.09064885468516
"ENSMUSG00000013353",0,0,0,0.995115383605851,0.857836024302784,0
"ENSMUSG00000108438",0,0,0,0,0,0
"ENSMUSG00000108695",1.0814374384804,3.58007307234716,0,0.995115383605851,0,2.18129770937033
"ENSMUSG00000004609",2346.71924150247,1565.68529030649,1551.8132378402,1272.75257563188,1328.78800164501,1430.93129734694
"ENSMUSG00000108411",0,0,0,0,0,0
"ENSMUSG00000056592",121.120993109805,106.208834479632,71.5602995687966,87.5701537573149,107.229503037848,109.064885468516
"ENSMUSG00000030469",121.120993109805,136.042776749192,124.627488013073,115.433384498279,133.822419791234,116.699427451313
"ENSMUSG00000055102",4.32574975392161,7.16014614469432,2.41214492928528,3.9804615344234,2.57350807290835,8.72519083748131
"ENSMUSG00000030472",0,0,0,0,0.857836024302784,1.09064885468516
"ENSMUSG00000030474",113.550931040442,121.722484459803,76.3845894273671,81.5994614556798,95.219798697609,79.617366392017
"ENSMUSG00000108783",1.0814374384804,0,0,0,0.857836024302784,0
"ENSMUSG00000038888",25.9544985235296,51.3143807036426,42.6145604173732,40.7997307278399,36.8869490450197,32.7194656405549
"ENSMUSG00000044737",0,0,0,0,0,0
"ENSMUSG00000108734",0,0,0,0,0,0
"ENSMUSG00000097178",1.0814374384804,0,0,0,0,0
"ENSMUSG00000054046",0,0,0,0,0,0
"ENSMUSG00000108588",0,0,0,0,0,0
"ENSMUSG00000044430",0,0,0,0,0,0
"ENSMUSG00000067616",0,0,0,0,0,0
"ENSMUSG00000030693",0,0,0,0,0,0
"ENSMUSG00000047884",15.1401241387256,5.96678845391193,7.23643478785583,6.96580768524096,1.71567204860557,3.27194656405549
"ENSMUSG00000064023",5.40718719240201,1.19335769078239,1.60809661952352,1.9902307672117,1.71567204860557,2.18129770937033
"ENSMUSG00000030713",0,0,0,0,0,0
"ENSMUSG00000050063",0,0,0,0,0,0
"ENSMUSG00000074155",0,0,0,0,0,0
"ENSMUSG00000108781",0,0,0,0,0,0
"ENSMUSG00000108527",0,0,0,0,0,0
"ENSMUSG00000006948",0,0,0,0,0,0
"ENSMUSG00000108444",0,0,0,0,0,0
"ENSMUSG00000055193",0,0,0,0,0,0
"ENSMUSG00000108432",0,0,0,0,0,0
"ENSMUSG00000060161",0,0,0,0,0,0
"ENSMUSG00000108323",0,0,0,0,0,0
"ENSMUSG00000063089",0,0,0,0,0,0
"ENSMUSG00000108651",0,0,0,0,0,0
"ENSMUSG00000063133",0,0,0.804048309761759,0,0,0
"ENSMUSG00000108746",0,0,0,0,0,0
"ENSMUSG00000059042",0,0,0,0,0,0
"ENSMUSG00000108730",0,0,0,0,0,0
"ENSMUSG00000108602",0,0,0,0,0,0
"ENSMUSG00000044485",0,0,0,0,0,0
"ENSMUSG00000108794",0,0,0,0,0,0
"ENSMUSG00000108539",0,0,0,0,0,0
"ENSMUSG00000053719",0,0,0,0,0,0
"ENSMUSG00000108759",0,0,0,0,0,0
"ENSMUSG00000108339",0,0,0,0,0,0
"ENSMUSG00000108328",0,0,0,0,0,0
"ENSMUSG00000108440",0,0,0,0,0,0
"ENSMUSG00000063177",0,0,0,0,0,0
"ENSMUSG00000108538",0,0,0,0,0,0
"ENSMUSG00000108400",0,0,0,0,0,0
"ENSMUSG00000108498",0,0,0,0,0,0
"ENSMUSG00000108406",0,0,0,0,0,0
"ENSMUSG00000108517",0,0,0,0,0,0
"ENSMUSG00000066516",0,0,0,0,0,0
"ENSMUSG00000108301",0,0,0,0,0,0
"ENSMUSG00000060177",0,0,0,0,0,0
"ENSMUSG00000108796",0,0,0,0,0,0
"ENSMUSG00000108403",0,0,0,0,0,0
"ENSMUSG00000108797",0,0,0,0,0,0
"ENSMUSG00000038968",0,0,0,0,0,0
"ENSMUSG00000108774",3.24431231544121,2.38671538156477,1.60809661952352,2.98534615081755,3.43134409721113,6.54389312811098
"ENSMUSG00000063713",0,0,0,0,0,0
"ENSMUSG00000108727",0,0,0,0,0,0
"ENSMUSG00000066515",0,0,0,0,0,0
"ENSMUSG00000108459",0,0,0,0,0,0
"ENSMUSG00000066513",0,0,0,0,0,0
"ENSMUSG00000108679",0,0,0,0,0,0
"ENSMUSG00000066512",0,0,0,0,0,0
"ENSMUSG00000062073",0,0,0,0,0,0
"ENSMUSG00000063903",2.1628748769608,0,0,0,0,1.09064885468516
"ENSMUSG00000038782",4.32574975392161,1.19335769078239,0.804048309761759,1.9902307672117,1.71567204860557,0
"ENSMUSG00000108622",0,0,0,0,0,0
"ENSMUSG00000088439",0,0,0,0,0,0
"ENSMUSG00000045411",65.9676837473045,68.021388374596,51.4590918247526,51.7459999475042,59.1906856768921,52.3511450248879
"ENSMUSG00000101166",0,0,0.804048309761759,0,0,0
"ENSMUSG00000080352",0,0,0,0,0,0
"ENSMUSG00000096296",0,0,0,0,0.857836024302784,0
"ENSMUSG00000095472",0,0,0,0,0,0
"ENSMUSG00000080683",0,0,0,0,0,0
"ENSMUSG00000012777",0,0,0,0,0,0
"ENSMUSG00000087376",0,0,0,0,0,0
"ENSMUSG00000108705",0,0,0,0,0,0
"ENSMUSG00000108343",0,0,0,0,0,0
"ENSMUSG00000108512",0,0,0,0,0,0
"ENSMUSG00000004473",4.32574975392161,4.77343076312955,0,2.98534615081755,7.72052421872505,1.09064885468516
"ENSMUSG00000038738",3.24431231544121,1.19335769078239,3.21619323904704,0,1.71567204860557,0
"ENSMUSG00000108719",0,0,0,0,0,0
"ENSMUSG00000008028",0,0,0,0.995115383605851,0,1.09064885468516
"ENSMUSG00000108509",0,0,0,0,0,0
"ENSMUSG00000030731",1.0814374384804,2.38671538156477,0,0,0,0
"ENSMUSG00000108372",0,0,0.804048309761759,0,0,0
"ENSMUSG00000047085",0,0,0,0,0,0
"ENSMUSG00000038704",0,0,0,0,0,0
"ENSMUSG00000038695",52.9904344855397,87.1151114271142,42.6145604173732,73.638538386833,54.0436695310754,57.8043892983137
"ENSMUSG00000098661",0,0,0,0,0,0
"ENSMUSG00000108322",0,0,0,0,0,0
"ENSMUSG00000008140",152.482678825737,145.589638275451,140.708454208308,147.277076773666,127.817567621115,134.149809126275
"ENSMUSG00000051113",9.73293694632362,1.19335769078239,3.21619323904704,2.98534615081755,1.71567204860557,3.27194656405549
"ENSMUSG00000108607",0,1.19335769078239,0,0,1.71567204860557,0
"ENSMUSG00000038670",0,0,0,0.995115383605851,0,0
"ENSMUSG00000008193",2.1628748769608,4.77343076312955,9.64857971714111,5.97069230163511,14.5832124131473,11.9971374015368
"ENSMUSG00000038644",49.7461221700985,58.4745268483369,49.0469468954673,53.7362307147159,46.3231453123503,44.7166030420917
"ENSMUSG00000099330",0,0,0,0,0,0
"ENSMUSG00000109236",0,0,0,0,0,0
"ENSMUSG00000060601",156.808428579658,196.904018979094,187.34325617449,239.82280744901,255.63513524223,189.772900715219
"ENSMUSG00000002204",72.4563083781869,75.1815345192903,57.8914783028467,54.7313460983218,68.6268819442227,54.5324427342582
"ENSMUSG00000109491",0,0,0,0.995115383605851,0,2.18129770937033
"ENSMUSG00000062785",5.40718719240201,1.19335769078239,0.804048309761759,1.9902307672117,1.71567204860557,5.45324427342582
"ENSMUSG00000108832",0,0,0,0,0,0
"ENSMUSG00000030739",0,0,0,0,0,0
"ENSMUSG00000109352",0,0,0,0,0,0
"ENSMUSG00000070574",0,0,0,0,0,0
"ENSMUSG00000066500",0,0,0,0,0,0
"ENSMUSG00000048012",1.0814374384804,2.38671538156477,3.21619323904704,0.995115383605851,1.71567204860557,1.09064885468516
"ENSMUSG00000002205",148.156929071815,175.423580545011,152.769178854734,139.316153704819,147.547796180079,115.608778596627
"ENSMUSG00000109227",0,0,0,0,0.857836024302784,0
"ENSMUSG00000038539",45.4203724161769,54.8944537759898,51.4590918247526,31.8436922753872,52.3279974824698,34.9007633499252
"ENSMUSG00000109511",120.039555671325,139.622849821539,149.552985615687,176.135422898236,146.689960155776,200.67938926207
"ENSMUSG00000074141",20.5473113311276,39.3808037958187,41.8105121076115,40.7997307278399,57.4750136282865,56.7137404436285
"ENSMUSG00000038520",93.0036197093146,70.4081037561608,61.9117198516555,84.5848076064973,86.6414384545811,102.520992340405
"ENSMUSG00000011096",57.3161842394613,91.8885421902437,41.8105121076115,91.5506152917383,74.6317341143422,54.5324427342582
"ENSMUSG00000076051",0,0,0,0,0,0
"ENSMUSG00000002963",84.3521202014714,97.8553306441557,102.114135339743,112.448038347461,93.5041266490034,121.062022870053
"ENSMUSG00000038502",59.4790591164221,54.8944537759898,46.634801966182,53.7362307147159,55.7593415796809,34.9007633499252
"ENSMUSG00000002968",103.817994094119,153.943142110928,102.918183649505,102.496884511403,87.4992744788839,100.339694631035
"ENSMUSG00000109198",10.814374384804,4.77343076312955,2.41214492928528,5.97069230163511,6.00485217011949,5.45324427342582
"ENSMUSG00000011658",32.4431231544121,32.2206576511244,25.7295459123763,20.8974230557229,31.739932899203,23.9942748030736
"ENSMUSG00000060279",297.395295582111,313.853072675768,282.220956726378,301.519961232573,277.938871874102,283.568702218143
"ENSMUSG00000059891",1.0814374384804,0,0,0,0,0
"ENSMUSG00000007783",6.48862463088241,4.77343076312955,5.62833816833232,10.9462692196644,5.1470161458167,2.18129770937033
"ENSMUSG00000109111",0,0,0,0,0,0
"ENSMUSG00000109324",103.817994094119,126.495915222933,94.0736522421258,126.379653717943,84.0679303816728,105.792938904461
"ENSMUSG00000087138",2.1628748769608,4.77343076312955,1.60809661952352,1.9902307672117,6.00485217011949,3.27194656405549
"ENSMUSG00000003190",14.0586867002452,11.9335769078239,16.8850145049969,16.9169615212995,18.0145565103585,11.9971374015368
"ENSMUSG00000003184",78.9449330090693,79.9549652824199,98.8979421006964,105.48223066222,88.3571105031867,97.0677480669796
"ENSMUSG00000038406",259.544985235296,266.118765044472,193.775642652584,252.759307435886,265.07133150956,248.667938868217
"ENSMUSG00000098839",0,0,0.804048309761759,0,0,0
"ENSMUSG00000038387",58.3976216779417,54.8944537759898,86.83721745427,81.5994614556798,101.224650867728,75.2547709732763
"ENSMUSG00000046574",114.632368478923,91.8885421902437,90.053410693317,80.6043460720739,135.53809183984,94.8864503576093
"ENSMUSG00000007837",37.8503103468141,23.8671538156477,40.202415488088,36.8192691934165,38.6026210936253,27.2662213671291
"ENSMUSG00000003421",104.899431532599,112.175622933544,116.587004915455,106.477346045826,80.6365862844617,97.0677480669796
"ENSMUSG00000019539",1.0814374384804,0,8.84453140737935,10.9462692196644,1.71567204860557,9.81583969216648
"ENSMUSG00000109947",0,0,0,0,0,0
"ENSMUSG00000003420",31.3616857159317,21.480438434083,27.3376425318998,20.8974230557229,30.0242608505974,18.5410305296478
"ENSMUSG00000065495",0,0,0,0,0,0
"ENSMUSG00000110279",0,1.19335769078239,0,1.9902307672117,3.43134409721113,1.09064885468516
"ENSMUSG00000003429",545.044468994123,620.545999206841,558.009526974661,561.2450763537,535.289679164937,546.415076197267
"ENSMUSG00000064767",0,0,0,0,0,0
"ENSMUSG00000074129",55.1533093625005,57.2811691575545,55.4793333735614,49.7557691802925,50.6123254338642,55.6230915889434
"ENSMUSG00000089989",0,0,0,0,0,0
"ENSMUSG00000065818",0,0,0,0,0,0
"ENSMUSG00000065878",1.0814374384804,0,0,0,0,0
"ENSMUSG00000065628",0,0,0,0,0,0
"ENSMUSG00000105913",0,0,0,0,0,0
"ENSMUSG00000065219",0,0,0,0,0.857836024302784,0
"ENSMUSG00000110206",12.9772492617648,11.9335769078239,26.5335942221381,17.9120769049053,12.009704340239,23.9942748030736
"ENSMUSG00000007833",76.7820581321085,88.3084691178966,82.0129275956995,70.6531922360154,66.9112098956171,61.0763358623692
"ENSMUSG00000003423",69.2119960627457,94.2752575718085,68.3441063297496,86.575038373709,62.6220297741032,93.7958015029241
"ENSMUSG00000070570",2.1628748769608,0,0,0,0,2.18129770937033
"ENSMUSG00000106470",0,0,0,0,0,0
"ENSMUSG00000095276",0,0,0,0,0,0
"ENSMUSG00000038300",0,0,0,0,0,0
"ENSMUSG00000038292",0,0,0.804048309761759,0,0.857836024302784,0
"ENSMUSG00000030792",0,0,2.41214492928528,0,0,0
"ENSMUSG00000030796",0,1.19335769078239,2.41214492928528,2.98534615081755,1.71567204860557,0
"ENSMUSG00000030798",496.379784262504,531.044172398162,485.645179096103,459.743307225903,422.05532395697,483.157442625528
"ENSMUSG00000094152",0,0,0,0,0,0
"ENSMUSG00000088281",0,0,0,0,0,0
"ENSMUSG00000070568",0,0,0,0,0,0
"ENSMUSG00000038260",204.391675872796,235.09146508413,163.221806881637,155.237999842513,211.885498002788,211.585877808922
"ENSMUSG00000046721",267.115047304659,256.571903518213,213.876850396628,243.803268983433,206.738481856971,235.580152611995
"ENSMUSG00000038239",0,2.38671538156477,0.804048309761759,0,1.71567204860557,0
"ENSMUSG00000003863",80.0263704475497,132.462703676845,83.621024215223,89.5603845245266,62.6220297741032,64.3482824264247
"ENSMUSG00000091510",0,0,0,0,0,0
"ENSMUSG00000003872",0,0,0,0,0,0
"ENSMUSG00000110070",0,0,0,0,0,0
"ENSMUSG00000063511",593.709153725741,558.491399286157,558.813575284423,533.381845612736,577.323644355773,578.043892983137
"ENSMUSG00000084519",0,0,0,0,0,0
"ENSMUSG00000038201",0,0,0,0,0,0
"ENSMUSG00000074121",0,0,0,0,0,0
"ENSMUSG00000118462",0,0,0,0,0,0
"ENSMUSG00000100916",0,0,0,0,0,0
"ENSMUSG00000003868",86.5149950784322,81.1483229732023,78.7967343566524,65.6776153179862,66.9112098956171,71.9828244092208
"ENSMUSG00000003865",129.772492617648,147.976353657016,199.403980820916,215.94003824247,311.39447682191,281.387404508772
"ENSMUSG00000050708",28374.7555108488,32245.7181626309,22456.2652433362,24630.1008596284,26239.4883113735,24751.1851082251
"ENSMUSG00000076036",0,0,0,0,0,0
"ENSMUSG00000110350",4.32574975392161,8.3535038354767,6.43238647809407,1.9902307672117,6.00485217011949,3.27194656405549
"ENSMUSG00000003873",198.984488680394,254.185188136648,229.153768282101,242.808153599828,205.022809808365,229.036259483884
"ENSMUSG00000109926",0,0,0,0,0,0
"ENSMUSG00000011382",111.388056163481,106.208834479632,107.742473508076,77.6189999212564,113.234355207967,103.611641195091
"ENSMUSG00000023467",0,0,0,0,0.857836024302784,0
"ENSMUSG00000030824",913.81463551594,1143.23666776953,778.318763849383,921.476845219018,980.506575778082,1055.74809133524
"ENSMUSG00000110387",0,0,0,0,0,0
"ENSMUSG00000040435",135.17967981005,241.058253538042,206.640415608772,289.578576629303,192.155269443824,159.234732784034
"ENSMUSG00000040428",4.32574975392161,1.19335769078239,0,3.9804615344234,4.28918012151392,1.09064885468516
"ENSMUSG00000110144",0,0,0,0,0,0
"ENSMUSG00000030825",4.32574975392161,4.77343076312955,8.84453140737935,1.9902307672117,2.57350807290835,3.27194656405549
"ENSMUSG00000109644",0,0,0,0,0.857836024302784,1.09064885468516
"ENSMUSG00000030826",144.912616756374,101.435403716503,131.059874491167,89.5603845245266,93.5041266490034,105.792938904461
"ENSMUSG00000109632",0,1.19335769078239,0,0,0.857836024302784,0
"ENSMUSG00000030827",0,0,0,0,0,0
"ENSMUSG00000008461",0,0,0,0,0,0
"ENSMUSG00000064158",0,0,0,0,0,0
"ENSMUSG00000044562",0,0,0,1.9902307672117,1.71567204860557,0
"ENSMUSG00000109998",0,0,0,0,0,0
"ENSMUSG00000110357",2.1628748769608,0,0,2.98534615081755,0,0
"ENSMUSG00000042918",0,0,0,0,1.71567204860557,0
"ENSMUSG00000055978",0,0,0,0,0,0
"ENSMUSG00000040364",0,0,0,0,0,1.09064885468516
"ENSMUSG00000070564",0,0,0,0,0,0
"ENSMUSG00000003273",2.1628748769608,0,0,0,1.71567204860557,0
"ENSMUSG00000059824",2.1628748769608,2.38671538156477,4.82428985857056,1.9902307672117,1.71567204860557,1.09064885468516
"ENSMUSG00000057342",178.437177349266,232.704749702565,225.937575043054,201.013307488382,179.287729079282,200.67938926207
"ENSMUSG00000059070",465.018098546573,551.331253141463,544.340705708711,597.06923016351,440.927716491631,555.140267034748
"ENSMUSG00000054161",1.0814374384804,2.38671538156477,0.804048309761759,1.9902307672117,0.857836024302784,4.36259541874066
"ENSMUSG00000070563",0,0,0,0,0,0
"ENSMUSG00000003271",0,0,0,0,0,0
"ENSMUSG00000109602",0,0,0,0,0,0
"ENSMUSG00000062044",0,0,0,0,0,0
"ENSMUSG00000003269",149.238366510295,158.716572874057,144.728695757117,145.286846006454,136.395927864143,146.146946527812
"ENSMUSG00000110197",0,0,0,0,0,0
"ENSMUSG00000058743",0,0,0.804048309761759,0,0.857836024302784,0
"ENSMUSG00000053801",38.9317477852945,40.5741614866011,20.9052560538057,23.8827692065404,20.5880645832668,29.4475190764994
"ENSMUSG00000110020",0,2.38671538156477,0.804048309761759,0.995115383605851,0,0
"ENSMUSG00000002771",0,0,0.804048309761759,2.98534615081755,0.857836024302784,2.18129770937033
"ENSMUSG00000002778",194.658738926472,230.318034321001,181.714918006158,187.0816921179,185.292581249401,169.0505724762
"ENSMUSG00000088555",0,0,0,0,0,0
"ENSMUSG00000040231",0,0,0,0,0,0
"ENSMUSG00000002781",19.4658738926472,20.2870807433006,32.9659807002321,19.902307672117,24.8772447047807,19.631679384333
"ENSMUSG00000040212",354.711479821572,343.687014945327,328.85575869256,268.68115357358,337.987393575297,269.390267107236
"ENSMUSG00000110208",0,4.77343076312955,0.804048309761759,0.995115383605851,0,0
"ENSMUSG00000040189",8.65149950784322,10.7402192170415,13.6688212659499,15.9218461376936,7.72052421872505,14.1784351109071
"ENSMUSG00000109673",0,0,1.60809661952352,0,0.857836024302784,0
"ENSMUSG00000030834",0,0,0,0,0,0
"ENSMUSG00000109702",0,0,0,0,0,0
"ENSMUSG00000030835",775.390643390448,558.491399286157,456.699439944679,362.22199963253,446.93256866175,508.242366283286
"ENSMUSG00000109882",0,0,0,0,0,0
"ENSMUSG00000096146",0,0,0,0,0,0
"ENSMUSG00000040136",0,2.38671538156477,0,0,0,0
"ENSMUSG00000110146",0,0,0,0,0,0
"ENSMUSG00000110240",0,0,0,0,0,0
"ENSMUSG00000030838",0,0,0,0,0,0
"ENSMUSG00000110060",0,0,0,0,0,0
"ENSMUSG00000009487",0,0,0,0,0,1.09064885468516
"ENSMUSG00000109962",0,0,0,0,0,0
"ENSMUSG00000009471",0,0,0,0,0,0
"ENSMUSG00000058975",0,0,0,0,0,0
"ENSMUSG00000030839",34.6059980313729,33.4140153419068,31.3578840807086,30.8485768917814,24.0194086804779,26.1755725124439
"ENSMUSG00000094229",1.0814374384804,1.19335769078239,0,0,0,0
"ENSMUSG00000110316",1.0814374384804,1.19335769078239,0.804048309761759,1.9902307672117,4.28918012151392,3.27194656405549
"ENSMUSG00000087492",0,0,0,0,0,0
"ENSMUSG00000110272",0,0,0,0,0.857836024302784,0
"ENSMUSG00000040046",0,0,1.60809661952352,0.995115383605851,4.28918012151392,2.18129770937033
"ENSMUSG00000110010",0,0,2.41214492928528,4.97557691802925,0,0
"ENSMUSG00000006763",50.8275596085789,45.3475922497307,52.2631401345144,65.6776153179862,52.3279974824698,67.6202289904802
"ENSMUSG00000040026",24570.2586022747,8131.53930499118,17885.2506023406,7974.85468421729,6993.07927011629,8688.10877642202
"ENSMUSG00000040017",0,0,0,0,0,0
"ENSMUSG00000109624",0,0,0,0,0,0
"ENSMUSG00000074115",0,0,0,0,0.857836024302784,0
"ENSMUSG00000057465",0,0,0,0,0,0
"ENSMUSG00000014418",208.717425626718,168.263434400316,163.221806881637,178.125653665447,187.86608932231,161.416030493404
"ENSMUSG00000110087",8.65149950784322,10.7402192170415,4.82428985857056,7.96092306884681,6.00485217011949,4.36259541874066
"ENSMUSG00000006599",271.440797058581,270.892195807602,271.768328699475,278.632307409638,241.909758853385,273.752862525976
"ENSMUSG00000087298",35.6874354698533,19.0937230525182,19.2971594342822,27.8632307409638,18.8723925346612,27.2662213671291
"ENSMUSG00000109663",0,0,0,0.995115383605851,0,0
"ENSMUSG00000063229",3821.79990758974,4358.14228673727,5424.10989765283,5770.67410953033,4662.33879208563,5323.45705971829
"ENSMUSG00000030851",0,1.19335769078239,0,0,0,1.09064885468516
"ENSMUSG00000014402",234.671924150247,278.052341952296,222.721381804007,262.710461271945,239.336250780477,219.220419791718
"ENSMUSG00000110213",0,0,0,0,0,0
"ENSMUSG00000043262",128.691055179168,120.529126769021,113.370811676408,107.472461429432,149.263468228684,131.968511416905
"ENSMUSG00000109231",4.32574975392161,14.3202922893886,2.41214492928528,5.97069230163511,7.72052421872505,6.54389312811098
"ENSMUSG00000110416",0,0,0,0,0,0
"ENSMUSG00000110001",0,0,0,0,0,0
"ENSMUSG00000109637",0,0,0,0,0,0
"ENSMUSG00000056509",0,0,0,0,0,0
"ENSMUSG00000049516",191.414426611031,213.611026650047,205.032318989249,286.593230478485,255.63513524223,247.577290013532
"ENSMUSG00000109118",1.0814374384804,3.58007307234716,2.41214492928528,1.9902307672117,4.28918012151392,0
"ENSMUSG00000109634",0,0,0,0,0,0
"ENSMUSG00000010307",130.853930056129,58.4745268483369,98.8979421006964,64.6824999343803,80.6365862844617,58.8950381529989
"ENSMUSG00000111473",0,0,0,0,0,0
"ENSMUSG00000030854",0,0,0,0,0.857836024302784,0
"ENSMUSG00000098960",0,0,0,0,0,0
"ENSMUSG00000109501",0,0,0.804048309761759,0.995115383605851,1.71567204860557,0
"ENSMUSG00000109200",0,0,0,0,0,0
"ENSMUSG00000052303",0,0,0,0,0,1.09064885468516
"ENSMUSG00000074111",0,0,0,0,0,0
"ENSMUSG00000099560",0,0,0,0,0,0
"ENSMUSG00000050650",0,0,0,0,0,0
"ENSMUSG00000109164",0,0,0,0,0,0
"ENSMUSG00000100470",0,0,0,0,0,0
"ENSMUSG00000095085",0,0,0,0,0,0
"ENSMUSG00000093973",0,0,0,0,0,0
"ENSMUSG00000096719",0,0,0,0,0.857836024302784,0
"ENSMUSG00000101780",0,0,0,0,0,0
"ENSMUSG00000101944",0,0,0,0,0,0
"ENSMUSG00000101664",0,0,0,0,0,0
"ENSMUSG00000099659",1.0814374384804,0,0,0,0,0
"ENSMUSG00000078698",0,0,0,0,0,0
"ENSMUSG00000100665",0,0,0,0,0,0
"ENSMUSG00000101087",0,0,0,0,0,0
"ENSMUSG00000101817",0,0,0,0,0,0
"ENSMUSG00000099603",0,0,0,0,0,0
"ENSMUSG00000101739",0,0,0,0,0,0
"ENSMUSG00000077110",0,0,0,0,0,0
"ENSMUSG00000100920",0,0,0,0,0,0
"ENSMUSG00000102109",0,0,0,0,0,0
"ENSMUSG00000102068",0,0,0,0,0,0
"ENSMUSG00000102128",0,0,0,0,0,0
"ENSMUSG00000101622",0,0,0,0,0,0
"ENSMUSG00000101101",0,0,0,0,0,0
"ENSMUSG00000101759",0,0,0,0,0,0
"ENSMUSG00000101906",0,0,0,0,0,0
"ENSMUSG00000067173",0,0,0,0,0,0
"ENSMUSG00000070552",0,0,0,0,0,0
"ENSMUSG00000101063",0,0,0,0,0,0
"ENSMUSG00000102003",0,0,0,0,0,0
"ENSMUSG00000101900",0,0,0,0,0,0
"ENSMUSG00000102100",0,0,0,0,0,0
"ENSMUSG00000101352",0,0,0,0,0,0
"ENSMUSG00000070551",0,0,0,0,0,0
"ENSMUSG00000101543",0,0,0,0,0,0
"ENSMUSG00000070550",0,0,0,0,0,0
"ENSMUSG00000097955",0,0,0,0,0,0
"ENSMUSG00000099952",0,0,0,0,0,0
"ENSMUSG00000099620",0,0,0,0,0,0
"ENSMUSG00000100687",0,0,0,0,0,0
"ENSMUSG00000050870",0,0,0,0,0,0
"ENSMUSG00000070547",0,0,0,0,0.857836024302784,0
"ENSMUSG00000074109",0,0,0,0.995115383605851,0,0
"ENSMUSG00000050425",0,0,0,0,0.857836024302784,0
"ENSMUSG00000101362",0,0,0,0,0,0
"ENSMUSG00000100250",0,0,0,0,0,0
"ENSMUSG00000070546",0,0,0,0,0,1.09064885468516
"ENSMUSG00000099889",0,0,0,0,0,0
"ENSMUSG00000109170",0,0,0,0,0,0
"ENSMUSG00000030471",127.609617740687,125.302557532151,115.782956605693,107.472461429432,127.817567621115,107.974236613831
"ENSMUSG00000109317",12.9772492617648,9.54686152625909,11.2566763366646,13.9316153704819,16.2988844617529,19.631679384333
"ENSMUSG00000030470",0,0,0,0,0,0
"ENSMUSG00000046179",30.2802482774513,51.3143807036426,32.9659807002321,35.8241538098106,54.0436695310754,53.441793879573
"ENSMUSG00000085995",0,1.19335769078239,0,0.995115383605851,1.71567204860557,0
"ENSMUSG00000110093",0,0,0,0,0,0
